"URL","Versions","Traffic rank","IP country","IP region","Language","Email address","Email address (verified)","Email address (safe)","Phone number","Skype","WhatsApp","Twitter","Facebook","Instagram","GitHub","TikTok","YouTube","Pinterest","LinkedIn","Owler","Title","Description","Copyright","Copyright year","Responsive","schema.org types","Cert organisation","Cert country","Cert state","Cert locality","Cert issuer","Cert protocol","Cert expiry","SPF record","DMARC record","SSL/TLS enabled","Google Analytics","Google AdSense","Medianet","Facebook","Optimizely","Company name","Inferred company name","Industry","About","Locations","Company size","Company type","Company founded","Employees"
"https://www.educative.io","","198920","US","","EN ; FR ; NL ; PL ; ar ; ar-001 ; az ; bg ; bn","hotline@educative.io ; contact@educative.io","hotline@educative.io ; contact@educative.io","hotline@educative.io","","","","https://www.twitter.com/educativeinc ; https://www.twitter.com/EducativeInc","https://www.facebook.com/educativeinc","","","","","","https://www.linkedin.com/company/educative-inc","","Educative: Interactive Courses for Software Developers","Level up your coding skills. No more passive learning. Interactive in-browser environments keep you engaged and test your progress as you go.","","","TRUE","EducationalOrganization","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1661385599","TRUE","TRUE","TRUE","","","","","","Educative, Inc.","EDUCATIVE","E-Learning","Educative provides interactive courses for software developers. We are changing how developers continue their education and stay relevant by providing pre-configured learning environments that adapt to match a developer’s skill level.  For instructors, Educative provides the best authoring platform for creating interactive content with just a few clicks.","Bellevue, Washington ; 12280 NE District Way, Bellevue, Washington 98005, US","51-200 employees","Privately Held","2015","Taimur Rashid -- ; Bharat Shyam -- Angel Investor ; John Krass -- Chief Revenue Officer - SaaS, B2B, Internet, AI ; David Geisbush -- Author Success, E-Learning at Educative, Inc."
"https://anydesk.com","","193713","DE","","EN ; ENH ; ES ; RU ; ar ; ar-AR ; ar-SA ; bg ; bg-BG ; bn","","","","+16479468937 ; +1 647 946 8937","","","https://www.twitter.com/anydesk","https://www.facebook.com/AnyDesk","https://www.instagram.com/anydesksoftware","","","","","https://www.linkedin.com/company/anydesk-software-gmbh","","","","© 2021 AnyDesk Software GmbH – Made with passion in Stuttgart, Germany • Terms & Conditions • Privacy Policy • Legal Notice","2021","TRUE","Organization ; ImageObject ; ContactPoint ; PostalAddress ; WebSite","philandro Software GmbH","","","Stuttgart","GeoTrust RSA CA 2018","TLS 1.3","1660046400","TRUE","TRUE","TRUE","","","","","","AnyDesk Software GmbH","philandro Software GmbH","Computer Software","AnyDesk was founded in Germany in 2014. Its unique remote access software has been downloaded by more than 300 million users worldwide, adding another 9 million each month. The software is based on the company’s unique proprietary codec, DeskRT, that allows for virtually latency-free collaboration whether you’re down the hall or on the other side of the world. AnyDesk is one of the 50 fastest-growing businesses in Germany and its technology is trusted by millions of people and more than 15,000 companies in 190 countries, including world-renowned Fortune 500 brands.","Stuttgart, Baden-Württemberg ; Türlenstraße 2, Stuttgart, Baden-Württemberg 70191, DE ; 2729 State Road 580, Clearwater, Florida 33761, US ; Jägerstraße 51, Berlin, DE","51-200 employees","Privately Held","2014",""
"https://openclassrooms.com","","185449","US","","'fr ; Default ; FR ; ar ; ca ; co ; cy ; da ; de ; de-de","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1654214399","","","TRUE","","","","","","","OPENCLASSROOMS","","","","","","",""
"https://app.hubstaff.com","","166562","US","VA","EN ; ZXX ; af ; ar ; ar-ae ; ary ; bg ; bn ; ca ; cy","","","","","","","https://www.twitter.com/Hubstaff","https://www.facebook.com/hubstaffapps","","","","","","https://www.linkedin.com/company/hubstaff","","Hubstaff | Time Tracking and Productivity Monitoring Tool","Simple yet powerful employee work tracker with screenshots, timesheets, billing, in-depth reports, and more. Understand productivity issues and act on them.","Copyright © 2021","2021","TRUE","Organization ; AggregateRating ; WebSite","","","","","Go Daddy Secure Certificate Authority - G2","TLS 1.3","1646537794","TRUE","TRUE","TRUE","","","","","","","HUBSTAFF","","","","","","",""
"https://www.loom.com","","163285","US","","EN ; ar ; ar-SA ; bg ; bn ; br ; ca ; cy ; da ; de","","","","","","","https://www.twitter.com/loom","","","","","","","https://www.linkedin.com/company/useloom","","Loom: Video Messaging for Work","Record and share video messages of your screen, cam, or both. Faster than typing an email or meeting live. Free to use on Mac, Windows, Chrome, iOS, and Android.","","","FALSE","","","","","","Amazon","TLS 1.2","1656028799","","","TRUE","","","","","","Loom","LOOM","Information Technology and Services","Loom is a new kind of work communication tool, already helping millions of people get their message across through instantly shareable videos. Our users work at companies like HubSpot, Square, Uber, GrubHub and LinkedIn. Our mission is to empower everyone at work to communicate more effectively and get ahead, wherever they are.  Founded in 2016, Loom has raised capital from top-tier investors including Sequoia, Kleiner Perkins, General Catalyst and Slack Fund.  For more information, visit www.loom.com.","San Francisco, California ; 140 2nd Street, 3rd Floor, San Francisco, California 94105, US","51-200 employees","Privately Held","2016",""
"https://clickup.com","","151836","US","","EN ; ES ; FR ; ID ; SR ; ar ; ar-EG ; az ; bg ; br","","","","","","","https://www.twitter.com/clickup","https://www.facebook.com/clickupprojectmanagement","https://www.instagram.com/clickup","","","","","https://www.linkedin.com/company/12949663 ; https://www.linkedin.com/company/clickup-app","","","","","","TRUE","","","","","","Amazon","TLS 1.3","1649375999","","","TRUE","UA-87708648","","","124630241461844","","ClickUp","CLICKUP","Computer Software","ClickUp is one app to replace them all. It's the future of work. More than just task management - ClickUp offers docs, reminders, goals, calendars, and even an inbox. Fully customizable, ClickUp works for every type of team, so all teams can use the same app to plan, organize, and collaborate. ClickUp is trusted by millions of users and over 100,000 teams at the world's best companies like Google, Airbnb, Uber, and Nike.","San Diego, California ; 363 5th Ave, San Diego, California 92101, US","201-500 employees","Privately Held","2016",""
"https://wpengine.com","","146513","AU","","EN ; ar ; bg ; bg-BG ; bn ; ca ; ch-en ; cy ; da-DK ; de","sales@wpengine.com ; billing@wpengine.com ; press@wpengine.com ; agencypartners@wpengine.com ; es@wpengine.com ; info@wpengine.com ; niko.sadr@wpengine.com ; danny.fisher@wpengine.com ; barry.calvert@wpengine.com ; talentacquisition@wpengine.com","info@wpengine.com ; niko.sadr@wpengine.com ; press@wpengine.com ; agencypartners@wpengine.com ; danny.fisher@wpengine.com ; barry.calvert@wpengine.com ; billing@wpengine.com ; sales@wpengine.com ; talentacquisition@wpengine.com","niko.sadr@wpengine.com ; agencypartners@wpengine.com ; danny.fisher@wpengine.com ; barry.calvert@wpengine.com ; talentacquisition@wpengine.com","1-877-973-6446 ; 1-512-273-3906 ; 0203 770 9704 ; +61 1800 514474 ; 1-402-235-6105","","","https://www.twitter.com/wpengine","https://www.facebook.com/wpengine","https://www.instagram.com/wpengine","","","","","https://www.linkedin.com/company/wpengine","","WordPress Hosting, Perfected. | WP Engine®","WP Engine provides the fastest, most reliable WordPress hosting for more than 1.5M websites. 24/7 support, best-in-class security, and market-leading performance.","© 2013–2021 WPEngine, Inc. All rights reserved.","2013","TRUE","Corporation ; ContactPoint ; SearchAction ; PostalAddress","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1660089599","TRUE","TRUE","TRUE","","","","","","WP Engine","WPENGINE","Information Technology and Services","WP Engine, the world’s most trusted WordPress technology company, powers the freedom to create on WordPress.   WP Engine's managed WordPress hosting, eCommerce solutions, and enterprise offerings, including our WordPress experience platform and headless WordPress solution power 1.5M digital experiences globally for companies and agencies of all sizes.   WP Engine has offices in Austin, Texas; Brisbane, Australia; Kraków, Poland; Limerick, Ireland; London, England; Omaha, Nebraska and San Antonio, Texas. Many of our 1,000 employees work remotely around the world.","Austin, Texas ; 504 Lavaca St., Suite 1000, Austin, Texas 78701, US ; 22-30 Dukes Place, London, England EC3A 7LP, GB ; Upper Cecil Street, Limerick, Ireland V94 TN32, IE ; 333 Ann St, 10B, Brisbane City, Queensland 4000, AU ; 110 E Houston St, Suite # 200, San Antonio, Texas 78205, US","501-1,000 employees","Privately Held","2010",""
"https://www.toptal.com","","123809","US","","En ; ar ; ar-SA ; az ; bn ; ca ; cs ; cy ; da","","","","","","","https://www.twitter.com/toptal","https://www.facebook.com/toptal","https://www.instagram.com/toptal","","","","","https://www.linkedin.com/company/toptal","","Toptal - Hire Freelance Talent from the Top 3%","Toptal enables start-ups, businesses, and organizations to hire freelancers from a growing network of top talent in the world. Find quality talent to work full-time, part-time, or hourly who will seamlessly integrate into your team.","","","TRUE","WebSite ; Organization ; ContactPoint","","","","","Sectigo RSA Domain Validation Secure Server CA","TLS 1.3","1641599999","","","TRUE","UA-21104039","","","","","","TOPTAL","","","","","","",""
"https://zapier.com","","108535","CA","","ES ; NL ; PT ; af ; ar ; ca ; cy ; da ; de ; de-DE","","","","","","","","https://www.facebook.com/ZapierApp","","","","","","https://www.linkedin.com/company/zapier","","","","","","TRUE","","","","","","Amazon","TLS 1.3","1658966399","","","TRUE","","","","","","Zapier","ZAPIER","Information Technology and Services","Zapier is on a mission to make automation incredibly easy and accessible to everyone at work. With Zapier, you can integrate apps like Salesforce, Intuit, Google, and Dropbox, to move data between them automatically, so you can focus on your most important work.   We’re 100% remote with teammates spanning 36 US states and 30 countries around the world.   We are hiring!","San Francisco, CA ; 548 Market St., #62411, San Francisco, CA 94104, US","201-500 employees","Privately Held","2011","Rocío Aramberri -- Senior Backend Engineer at Zapier"
"https://dashboard.razorpay.com","","106359","IN ; US","MH ; WA","ca ; cy ; da ; de-DE ; en ; en-EN ; en-GB ; en-IN ; en-US ; en-gb","","","","","","","","","","","","","","","","Razorpay Dashboard","Online payment gateway for India with the best in class API, integration procedure, robust security and powerful dashboard","","","TRUE","","","","","","Amazon","TLS 1.2","1649635199","TRUE","TRUE","TRUE","UA-53341507","","","","","","DASHBOARD","","","","","","",""
"https://www.lancers.jp","","104822","JP","","JA ; cy ; de ; en ; en-US ; fr ; ja ; ja-JP ; ja-VN ; ja-jp","","","","03-4405-0543","","","","","","","","","","","","ランサーズ | 日本最大級のクラウドソーシング仕事依頼サイト","ネットで最短即日発注できる、日本最大級のフリーランスプラットフォーム「ランサーズ」。ホームページ制作、アプリ開発、ロゴなどのデザイン、ライティングまで、幅広い仕事を高スキル人材に即発注できます。無料の会員登録で優秀なプロフェッショナル達を閲覧可能。24時間365日のサポート体制をご用意しています。","","","TRUE","","","","","","Amazon","TLS 1.2","1652831999","","","TRUE","","","","","","","LANCERS","","","","","","",""
"https://99designs.com","","102588","AU","","EN ; ar ; ar-AE ; ar-SA ; bn ; bs ; ca ; cy ; de ; de-DE","pr@99designs.com","pr@99designs.com","","1 800 513 1678","","","https://www.twitter.com/99designs","https://www.facebook.com/99designs","https://www.instagram.com/99designs ; https://www.instagram.com/matthewdelly","","","","https://www.pinterest.com/99designs","https://www.linkedin.com/company/99designs","","Logos, Web, Graphic Design & More. | 99designs","The global creative platform for custom graphic design: logos, websites and more. Hire a talented designer or start a design contest. 500k+ happy customers have used 99designs to grow their business.","","","TRUE","VideoObject ; SeekToAction ; Organization ; ContactPoint ; SiteNavigationElement","","","","","Amazon","TLS 1.2","1644105599","","","TRUE","UA-3528448","","","","","99designs","99DESIGNS","Design","99designs by Vistaprint is the global creative platform that makes it easy for designers and clients to work together to create designs they love. From clients who need custom design, to designers who want access to quality projects, people around the world rely on the tried-and-true 99designs creative process to get great design online.   Since 2008, 99designs has grown from a small, online forum into a global community of designers that is now the go-to solution for businesses, agencies and individuals. Partners are now also tapping into 99designs’ API technology, community, and marketplace management expertise to solve their own customers’ creative bottlenecks. Companies like Squarespace have leveraged existing 99designs infrastructure to launch a creative ecosystem around their core product, matching customers with relevant experts exactly when they need them.","Richmond, Australia ; 41 Stewart Street, 2nd Floor, Richmond, Australia VIC 3121, AU ; Bergmannstraße 102/103, Berlin, Berlin 10961, DE ; 2201 Broadway, Suite 815, 8th Floor, Oakland, California 94612, US","51-200 employees","Privately Held","2008",""
"https://ionic.io","","101889","US","","EN-US ; ar ; ar-LB ; az ; ca ; cs ; cy ; da ; de ; de-CH","","","","","","","https://www.twitter.com/IonicFramework","https://www.facebook.com/ionicframework","","https://www.github.com/ionic-team","","","","https://www.linkedin.com/company/drifty-co-","","Ionic - The Cross-Platform App Development Leader","Ionic empowers web developers to build leading cross-platform mobile apps and Progressive Web Apps (PWAs)","","","TRUE","Corporation ; PostalAddress","","","","","R3","TLS 1.3","1639215716","TRUE","TRUE","TRUE","","","","","","Ionic","IONIC FRAMEWORK","Computer Software","Ionic is a mobile app development platform that empowers professional developers and teams to build, secure, and deliver enterprise-grade apps in less time.   Our open source and commercial products are widely adopted and used by more than 5 million developers in over 200 countries, powering over 15% of all apps in the app stores.  For more information about Ionic and its suite of tools, visit ionic.io.","Madison, Wisconsin ; 121 S. Pinckney St., Suite 300, Madison, Wisconsin 53703, US","51-200 employees","Privately Held","2012",""
"https://analytics.moz.com","","101730","US","","EN ; ar ; ar-MA ; ar-sa ; ar-ww ; arz ; bn ; ca ; cs ; cy","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1654387199","TRUE","FALSE","TRUE","","","","","","","MOZ","","","","","","",""
"https://www.netlify.com","","100207","CA","","es ; EN ; ES ; ID ; ar ; ar-DZ ; az ; bg ; ca ; cs","fraud@netlify.com ; info@netlify.com","info@netlify.com ; fraud@netlify.com","fraud@netlify.com","","","","https://www.twitter.com/Netlify ; https://www.twitter.com/GoHugoIO ; https://www.twitter.com/letsencrypt ; https://www.twitter.com/netlify ; https://www.twitter.com/youyuxi","","","https://www.github.com/netlify","","","","https://www.linkedin.com/company/netlify","","","","© 2021 Netlify","2021","TRUE","","","","","","DigiCert TLS Hybrid ECC SHA384 2020 CA1","TLS 1.3","1660348799","","","TRUE","","","","","","Netlify","NETLIFY","Information Technology and Services","Millions of developers and teams use Netlify to ship web applications faster and deliver the best web experiences. Netlify is a web development cloud for building, deploying and scaling modern web applications. By integrating the ecosystem of Javascript frameworks, developer tools, and APIs into powerful workflows, Netlify makes it simple for teams of any size to build all their web projects, from e-commerce storefronts to documentation sites to highly-dynamic SaaS applications.  When Netlify launched in 2015, it pioneered the Jamstack web architecture and equipped frontend developers to build full-stack web applications without the overhead of servers, DevOps, and costly infrastructure. Jamstack has quickly become the preferred way to build highly performant, secure, and scalable websites and applications.","San Francisco, CA ; 2325 3rd Street, Suite 215, San Francisco, CA 94107, US","51-200 employees","Privately Held","2015",""
"https://avada.theme-fusion.com","","96239","US","","ar ; ca ; de ; de-DE ; de-de ; el ; en ; en-AU ; en-CA ; en-GB","","","","","","","https://www.twitter.com/theme_fusion","https://www.facebook.com/ThemeFusion-101565403356430","https://www.instagram.com/themefusion","","","","","","","Avada Website Builder For WordPress & WooCommerce","Get your copy of the Avada Website Builder, the industry standard for WordPress & WooCommerce, and #1 selling product on Themeforest, today.","© Copyright 2012 – 2021 | Avada Website Builder by ThemeFusion | All rights reserved | Powered by WordPress","2012","TRUE","WebSite ; SearchAction ; EntryPoint ; ImageObject ; WebPage","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1656287999","TRUE","FALSE","TRUE","UA-134131322","","","","","","THEME FUSION","","","","","","",""
"https://www.gravityforms.com","","93906","","","EN ; NL ; ar ; ca ; da ; da-DK ; de ; de-AT ; de-DE ; de-DE-formal","","","","","","","https://www.twitter.com/GravityForms","https://www.facebook.com/GravityForms ; https://www.facebook.com/urvoyce","","","","","","https://www.linkedin.com/company/gravityforms","","Gravity Forms | The Best WordPress Form Plugin | Form Builder","Create custom forms on WordPress with Gravity Forms, the easiest-to-use, secure, and reliable WordPress form builder plugin for your website.","© 2008-2021 Rocketgenius Inc.","2008","TRUE","Organization ; ImageObject ; WebSite ; SearchAction ; EntryPoint","","","","","Go Daddy Secure Certificate Authority - G2","TLS 1.3","1639832356","TRUE","TRUE","TRUE","UA-6800561","","","","","Gravity Forms","GRAVITYFORMS","Internet","Gravity Forms is a complete form management solution for WordPress. With Gravity Forms you can build complex powerful forms in minutes with no programming required! Building forms for WordPress doesn't get any easier than Gravity Forms.","","11-50 employees","Partnership","",""
